img_path,clas,split,resized
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0203-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0203-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0205-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0205-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0206-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0206-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0207-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0207-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0209-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0209-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0210-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0210-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0211-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0211-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0213-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0213-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0214-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0214-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0215-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0215-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0216-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0216-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0217-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0217-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0218-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0218-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0219-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0219-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0220-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0220-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0221-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0221-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0222-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0222-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0223-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0223-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0224-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0224-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0225-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0225-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0226-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0226-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0227-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0227-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0228-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0228-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0229-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0229-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0230-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0230-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0231-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0231-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0234-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0234-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0235-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0235-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0236-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0236-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0237-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0237-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0238-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0238-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0239-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0239-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0240-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0240-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0241-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0241-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0242-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0242-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0243-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0243-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0244-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0244-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0245-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0245-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0248-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0248-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0249-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0249-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0250-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0250-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0251-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0251-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0253-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0253-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0255-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0255-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0256-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0256-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0257-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0257-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0261-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0261-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0262-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0262-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0264-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0264-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0265-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0265-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0266-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0266-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0268-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0268-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0269-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0269-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0270-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0270-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0272-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0272-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0273-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0273-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0274-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0274-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0275-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0275-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0276-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0276-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0277-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0277-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0278-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0278-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0279-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0279-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0280-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0280-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0282-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0282-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0283-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0283-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0285-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0285-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0286-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0286-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0288-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0288-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0289-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0289-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0290-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0290-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0291-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0291-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0292-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0292-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0293-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0293-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0294-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0294-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0295-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0295-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0297-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0297-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0298-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0298-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0299-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0299-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0300-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0300-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0301-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0301-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0302-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0302-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0303-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0303-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0304-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0304-0001.jpeg
F:\New folder (2)\chest_xray\chest_xray_2\train\NORMAL\IM-0305-0001.jpeg,NORMAL,train,C:/Users/DELL/OneDrive/Documents/GitHub/xray/data/resized/train_NORMAL_IM-0305-0001.jpeg
